Id,Label,timeset,componentnumber,modularity_class,pageranks,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree
Surt0_,Surt0_,,107,0,0,0,0,0,0,0,0
r_rodrigues01,r_rodrigues01,,107,0,0,0,0,0,0,0,0
Giiovanna_ts,Giiovanna_ts,,107,0,0,0,0,0,0,0,0
jrvasata09,jrvasata09,,0,2,0.000146,0,1,1,0,1,1
ebrand_ES,ebrand_ES,,108,0,0,0,0,0,0,0,0
INPQ_Software,INPQ_Software,,108,0,0,0,0,0,0,0,0
ablanco,ablanco,,109,0,0,0,0,0,0,0,0
LetraseLucros,LetraseLucros,,109,0,0,0,0,0,0,0,0
RamosUrso,RamosUrso,,110,0,0,0,0,0,0,0,0
TNagencia,TNagencia,,110,0,0,0,0,0,0,0,0
MaraLuquet,MaraLuquet,,109,0,0,0,0,0,0,0,0
marivaldovapor,marivaldovapor,,111,0,0,0,0,0,0,0,0
fortense,fortense,,111,0,0,0,0,0,0,0,0
Wikichava,Wikichava,,112,0,0,0,0,0,0,0,0
ArisfdRosal,ArisfdRosal,,112,0,0,0,0,0,0,0,0
ahezir,ahezir,,0,5,0.000146,0,1,1,0,1,1
Eduarda41546362,Eduarda41546362,,0,5,0.000146,0,1,1,0,1,1
kasllu_,kasllu_,,0,5,0.000146,0,1,1,0,1,1
dem0lidorr,dem0lidorr,,0,5,0.000146,0,1,1,0,1,1
DrueicyMoreira,DrueicyMoreira,,0,5,0.000146,0,1,1,0,1,1
KaGomesss_,KaGomesss_,,0,5,0.000146,0,1,1,0,1,1
analu_1509,analu_1509,,0,5,0.000146,0,1,1,0,1,1
JuanAlmeida77,JuanAlmeida77,,0,5,0.000146,0,1,1,0,1,1
mailsonst,mailsonst,,0,5,0.000146,0,1,1,0,1,1
thxlly,thxlly,,0,5,0.000146,0,1,1,0,1,1
NCsouzaa_,NCsouzaa_,,0,5,0.000146,0,1,1,0,1,1
bxngsehun,bxngsehun,,0,5,0.000146,0,1,1,0,1,1
mthstvr,mthstvr,,0,5,0.000146,0,1,1,0,1,1
GossipJoanny,GossipJoanny,,0,5,0.000146,0,1,1,0,1,1
yguinhoo10,yguinhoo10,,0,5,0.000146,0,1,1,0,1,1
Kaileybieber2,Kaileybieber2,,0,5,0.000146,0,1,1,0,1,1
gabriel25110812,gabriel25110812,,0,5,0.000146,0,1,1,0,1,1
weareandy045,weareandy045,,0,5,0.000146,0,1,1,0,1,1
JuliaAdorno6,JuliaAdorno6,,0,5,0.000146,0,1,1,0,1,1
opswatermelon,opswatermelon,,0,5,0.000146,0,1,1,0,1,1
EsthefaneMeir1,EsthefaneMeir1,,0,5,0.000146,0,1,1,0,1,1
stefanysk_,stefanysk_,,0,5,0.000146,0,1,1,0,1,1
mr_wsouza,mr_wsouza,,0,5,0.000146,0,1,1,0,1,1
leonbonfim,leonbonfim,,0,5,0.000146,0,1,1,0,1,1
sc4rletwitchx,sc4rletwitchx,,0,5,0.000146,0,1,1,0,1,1
labittencourt4,labittencourt4,,0,5,0.000146,0,1,1,0,1,1
alionheart_k,alionheart_k,,0,5,0.000146,0,1,1,0,1,1
IgorRebelo81,IgorRebelo81,,0,5,0.000146,0,1,1,0,1,1
adriii_elly,adriii_elly,,0,5,0.000146,0,1,1,0,1,1
uaiDG_,uaiDG_,,0,5,0.000146,0,1,1,0,1,1
LHenrique_1988,LHenrique_1988,,0,5,0.000146,0,1,1,0,1,1
candy_ravel,candy_ravel,,0,5,0.000146,0,1,1,0,1,1
brunabridgerton,brunabridgerton,,0,5,0.000146,0,1,1,0,1,1
Marty_course,Marty_course,,0,5,0.000146,0,1,1,0,1,1
Biscubyar,Biscubyar,,0,5,0.000146,0,1,1,0,1,1
SiilvaSuelen,SiilvaSuelen,,0,5,0.000146,0,1,1,0,1,1
maracrara,maracrara,,0,5,0.000146,0,1,1,0,1,1
juliotiagozs,juliotiagozs,,0,5,0.000146,0,1,1,0,1,1
gabewtt,gabewtt,,0,5,0.000146,0,1,1,0,1,1
Laysaa12,Laysaa12,,0,5,0.000146,0,1,1,0,1,1
csforever28,csforever28,,0,5,0.000146,0,1,1,0,1,1
its_pedritoo,its_pedritoo,,0,5,0.000146,0,1,1,0,1,1
idfckx,idfckx,,0,5,0.000146,0,1,1,0,1,1
georgiamuniz_df,georgiamuniz_df,,0,5,0.000146,0,1,1,0,1,1
akagirlx,akagirlx,,0,5,0.000146,0,1,1,0,1,1
AleatoriaLucy,AleatoriaLucy,,0,5,0.000146,0,1,1,0,1,1
brenowss,brenowss,,0,5,0.000146,0,1,1,0,1,1
SarahGavazza,SarahGavazza,,0,5,0.000146,0,1,1,0,1,1
deina0liveira,deina0liveira,,0,5,0.000146,0,1,1,0,1,1
hsydyahshh,hsydyahshh,,0,5,0.000146,0,1,1,0,1,1
harunamiko,harunamiko,,0,5,0.000146,0,1,1,0,1,1
dryraf,dryraf,,0,5,0.000146,0,1,1,0,1,1
aledan2050,aledan2050,,0,5,0.000146,0,1,1,0,1,1
SAMEOLLGIRL,SAMEOLLGIRL,,0,5,0.000146,0,1,1,0,1,1
julio_mello03,julio_mello03,,0,5,0.000146,0,1,1,0,1,1
vinnilucca,vinnilucca,,0,5,0.000146,0,1,1,0,1,1
cbadoluan,cbadoluan,,0,5,0.000146,0,1,1,0,1,1
CESAR_SPFC6_3_3,CESAR_SPFC6_3_3,,0,5,0.000146,0,1,1,0,1,1
gabyxyxx,gabyxyxx,,0,5,0.000146,0,1,1,0,1,1
gleison_cunha,gleison_cunha,,0,5,0.000146,0,1,1,0,1,1
leo_ocardoso,leo_ocardoso,,0,5,0.000146,0,1,1,0,1,1
MoroNaMinhaCasa,MoroNaMinhaCasa,,0,5,0.000146,0,1,1,0,1,1
liomarAz,liomarAz,,0,5,0.000146,0,1,1,0,1,1
an4julinha,an4julinha,,0,5,0.000146,0,1,1,0,1,1
rosy_martinss,rosy_martinss,,0,5,0.000146,0,1,1,0,1,1
